timestamp,timezone,utc_timestamp,hour,week,month,day_of_week,type,email
1339295778,America/Chicago,1339295778,21,23,06,6,Phone,alice@example.com
1339296447,America/Chicago,1339296447,21,23,06,6,Email,dolly@example.com
1339318281,America/Chicago,1339318281,03,24,06,0,Email,alice@example.com
1339318339,America/Chicago,1339318339,03,24,06,0,SMS,alice@example.com
1339560038,America/Chicago,1339560038,23,24,06,2,SMS,eliza@example.com
1339560038,America/Chicago,1339560038,23,24,06,2,Email,eliza@example.com
1339561878,America/Chicago,1339561878,23,24,06,2,Email,eliza@example.com
1339561878,America/Chicago,1339561878,23,24,06,2,SMS,eliza@example.com
1339561919,America/Chicago,1339561919,23,24,06,2,Email,alice@example.com
1339571102,America/Chicago,1339571102,02,24,06,3,Email,eliza@example.com
1339571102,America/Chicago,1339571102,02,24,06,3,SMS,eliza@example.com
1339572046,America/Chicago,1339572046,02,24,06,3,Email,eliza@example.com
1339572046,America/Chicago,1339572046,02,24,06,3,SMS,eliza@example.com
1339725883,America/Chicago,1339725883,21,24,06,4,Email,eliza@example.com
1339725884,America/Chicago,1339725884,21,24,06,4,SMS,eliza@example.com
1339725925,America/Chicago,1339725925,21,24,06,4,Email,eliza@example.com
1339725926,America/Chicago,1339725926,21,24,06,4,SMS,eliza@example.com
1339727745,America/Chicago,1339727745,21,24,06,4,Email,eliza@example.com
1339727746,America/Chicago,1339727746,21,24,06,4,SMS,eliza@example.com
1339727787,America/Chicago,1339727787,21,24,06,4,Email,alice@example.com
1339727791,America/Chicago,1339727791,21,24,06,4,Email,eliza@example.com
1339727791,America/Chicago,1339727791,21,24,06,4,SMS,eliza@example.com
1339728084,America/Chicago,1339728084,21,24,06,4,Phone,eliza@example.com
1339735434,America/Chicago,1339735434,23,24,06,4,Email,eliza@example.com
1339735434,America/Chicago,1339735434,23,24,06,4,SMS,eliza@example.com
1339735734,America/Chicago,1339735734,23,24,06,4,Phone,eliza@example.com
1339748363,America/Chicago,1339748363,03,24,06,5,Email,eliza@example.com
1339748363,America/Chicago,1339748363,03,24,06,5,SMS,eliza@example.com
1339748471,America/Chicago,1339748471,03,24,06,5,Email,eliza@example.com
1339748472,America/Chicago,1339748472,03,24,06,5,SMS,eliza@example.com
1339749556,America/Chicago,1339749556,03,24,06,5,SMS,eliza@example.com
1339749556,America/Chicago,1339749556,03,24,06,5,Email,eliza@example.com
1339751974,America/Chicago,1339751974,04,24,06,5,Email,eliza@example.com
1339751974,America/Chicago,1339751974,04,24,06,5,SMS,eliza@example.com
1339791403,America/Chicago,1339791403,15,24,06,5,Email,eliza@example.com
1339791403,America/Chicago,1339791403,15,24,06,5,SMS,eliza@example.com
1339791467,America/Chicago,1339791467,15,24,06,5,SMS,eliza@example.com
1339791467,America/Chicago,1339791467,15,24,06,5,Email,eliza@example.com
1339791748,America/Chicago,1339791748,15,24,06,5,SMS,eliza@example.com
1339791748,America/Chicago,1339791748,15,24,06,5,Email,eliza@example.com
1339793262,America/Chicago,1339793262,15,24,06,5,SMS,eliza@example.com
1339793263,America/Chicago,1339793263,15,24,06,5,Email,eliza@example.com
1339793312,America/Chicago,1339793312,15,24,06,5,Email,alice@example.com
1339803424,America/Chicago,1339803424,18,24,06,5,Email,eliza@example.com
1339803424,America/Chicago,1339803424,18,24,06,5,SMS,eliza@example.com
1339803466,America/Chicago,1339803466,18,24,06,5,SMS,eliza@example.com
1339803466,America/Chicago,1339803466,18,24,06,5,Email,eliza@example.com
1339803528,America/Chicago,1339803528,18,24,06,5,Email,eliza@example.com
1339803528,America/Chicago,1339803528,18,24,06,5,SMS,eliza@example.com
1339805399,America/Chicago,1339805399,19,24,06,5,Email,eliza@example.com
1339805399,America/Chicago,1339805399,19,24,06,5,SMS,eliza@example.com
1340167488,America/Chicago,1340167488,23,25,06,2,Email,gary@example.com
1340167613,America/Chicago,1340167613,23,25,06,2,SMS,gary@example.com
1340167788,America/Chicago,1340167788,23,25,06,2,SMS,gary@example.com
1340252168,America/Chicago,1340252168,23,25,06,3,Email,gary@example.com
1340252288,America/Chicago,1340252288,23,25,06,3,SMS,gary@example.com
1340252468,America/Chicago,1340252468,23,25,06,3,SMS,gary@example.com
1340252768,America/Chicago,1340252768,23,25,06,3,SMS,gary@example.com
1340317124,America/Chicago,1340317124,17,25,06,4,Email,gary@example.com
1340317245,America/Chicago,1340317245,17,25,06,4,SMS,gary@example.com
1340317430,America/Chicago,1340317430,17,25,06,4,SMS,gary@example.com
1340319133,America/Chicago,1340319133,17,25,06,4,Email,gary@example.com
1340319803,America/Chicago,1340319803,18,25,06,4,Email,gary@example.com
1340319922,America/Chicago,1340319922,18,25,06,4,SMS,gary@example.com
1340320105,America/Chicago,1340320105,18,25,06,4,SMS,gary@example.com
1340331546,America/Chicago,1340331546,21,25,06,4,Email,gary@example.com
1340331666,America/Chicago,1340331666,21,25,06,4,SMS,gary@example.com
1340331901,America/Chicago,1340331901,21,25,06,4,Email,gary@example.com
1340331938,America/Chicago,1340331938,21,25,06,4,Email,gary@example.com
1340331970,America/Chicago,1340331970,21,25,06,4,Email,gary@example.com
1340332005,America/Chicago,1340332005,21,25,06,4,Email,gary@example.com
1340332027,America/Chicago,1340332027,21,25,06,4,SMS,gary@example.com
1340332037,America/Chicago,1340332037,21,25,06,4,Email,gary@example.com
1340332203,America/Chicago,1340332203,21,25,06,4,SMS,gary@example.com
1340332227,America/Chicago,1340332227,21,25,06,4,Email,gary@example.com
1340332259,America/Chicago,1340332259,21,25,06,4,Email,gary@example.com
1340332331,America/Chicago,1340332331,21,25,06,4,Email,gary@example.com
1340332348,America/Chicago,1340332348,21,25,06,4,SMS,gary@example.com
1340332424,America/Chicago,1340332424,21,25,06,4,Email,gary@example.com
1340333244,America/Chicago,1340333244,21,25,06,4,Email,gary@example.com
1340333366,America/Chicago,1340333366,21,25,06,4,SMS,gary@example.com
1340333384,America/Chicago,1340333384,21,25,06,4,Email,gary@example.com
1340333505,America/Chicago,1340333505,21,25,06,4,SMS,gary@example.com
1340333684,America/Chicago,1340333684,21,25,06,4,SMS,gary@example.com
1340333753,America/Chicago,1340333753,21,25,06,4,Email,gary@example.com
1340333873,America/Chicago,1340333873,21,25,06,4,SMS,gary@example.com
1340333881,America/Chicago,1340333881,21,25,06,4,Email,gary@example.com
1340333912,America/Chicago,1340333912,21,25,06,4,Email,gary@example.com
1340333944,America/Chicago,1340333944,21,25,06,4,Email,gary@example.com
1340333976,America/Chicago,1340333976,21,25,06,4,Email,gary@example.com
1340334000,America/Chicago,1340334000,22,25,06,4,SMS,gary@example.com
1340334008,America/Chicago,1340334008,22,25,06,4,Email,gary@example.com
1340334044,America/Chicago,1340334044,22,25,06,4,Email,gary@example.com
1340334116,America/Chicago,1340334116,22,25,06,4,Email,gary@example.com
1340334149,America/Chicago,1340334149,22,25,06,4,Email,gary@example.com
1340334236,America/Chicago,1340334236,22,25,06,4,SMS,gary@example.com
1340334242,America/Chicago,1340334242,22,25,06,4,Email,gary@example.com
1340339683,America/Chicago,1340339683,23,25,06,4,Email,gary@example.com
1340339729,America/Chicago,1340339729,23,25,06,4,Email,gary@example.com
1340339795,America/Chicago,1340339795,23,25,06,4,SMS,gary@example.com
1340339977,America/Chicago,1340339977,23,25,06,4,Email,gary@example.com
1340339977,America/Chicago,1340339977,23,25,06,4,SMS,gary@example.com
1340340010,America/Chicago,1340340010,23,25,06,4,Email,gary@example.com
1340340044,America/Chicago,1340340044,23,25,06,4,Email,gary@example.com
1340340111,America/Chicago,1340340111,23,25,06,4,Email,gary@example.com
1340340118,America/Chicago,1340340118,23,25,06,4,SMS,gary@example.com
1340340740,America/Chicago,1340340740,23,25,06,4,Email,gary@example.com
1340340773,America/Chicago,1340340773,23,25,06,4,Email,gary@example.com
1340340862,America/Chicago,1340340862,23,25,06,4,SMS,gary@example.com
1340341040,America/Chicago,1340341040,23,25,06,4,SMS,gary@example.com
1340341341,America/Chicago,1340341341,00,25,06,5,SMS,gary@example.com
1340341641,America/Chicago,1340341641,00,25,06,5,Phone,gary@example.com
1340342543,America/Chicago,1340342543,00,25,06,5,Email,gary@example.com
1340342664,America/Chicago,1340342664,00,25,06,5,SMS,gary@example.com
1340342845,America/Chicago,1340342845,00,25,06,5,SMS,gary@example.com
1340344341,America/Chicago,1340344341,00,25,06,5,Email,gary@example.com
1340344464,America/Chicago,1340344464,00,25,06,5,SMS,gary@example.com
1340344643,America/Chicago,1340344643,00,25,06,5,SMS,gary@example.com
1340344941,America/Chicago,1340344941,01,25,06,5,SMS,gary@example.com
1340346854,America/Chicago,1340346854,01,25,06,5,Email,gary@example.com
1340346976,America/Chicago,1340346976,01,25,06,5,SMS,gary@example.com
1340347154,America/Chicago,1340347154,01,25,06,5,SMS,gary@example.com
1340347454,America/Chicago,1340347454,01,25,06,5,SMS,gary@example.com
1340347753,America/Chicago,1340347753,01,25,06,5,Phone,gary@example.com
1340348656,America/Chicago,1340348656,02,25,06,5,Email,eliza@example.com
1340348656,America/Chicago,1340348656,02,25,06,5,SMS,eliza@example.com
1340399463,America/Chicago,1340399463,16,25,06,5,Email,gary@example.com
1340399584,America/Chicago,1340399584,16,25,06,5,SMS,gary@example.com
1340527882,America/Chicago,1340527882,03,26,06,0,Email,gary@example.com
1340528002,America/Chicago,1340528002,03,26,06,0,SMS,gary@example.com
1340660877,America/Chicago,1340660877,16,26,06,1,Email,gary@example.com
1340660997,America/Chicago,1340660997,16,26,06,1,SMS,gary@example.com
1340661177,America/Chicago,1340661177,16,26,06,1,SMS,gary@example.com
1340663040,America/Chicago,1340663040,17,26,06,1,Email,gary@example.com
1340663160,America/Chicago,1340663160,17,26,06,1,SMS,gary@example.com
1340663340,America/Chicago,1340663340,17,26,06,1,SMS,gary@example.com
1340663641,America/Chicago,1340663641,17,26,06,1,SMS,gary@example.com
1340665666,America/Chicago,1340665666,18,26,06,1,Email,gary@example.com
1340670089,America/Chicago,1340670089,19,26,06,1,Email,gary@example.com
1340670209,America/Chicago,1340670209,19,26,06,1,SMS,gary@example.com
1340670389,America/Chicago,1340670389,19,26,06,1,SMS,gary@example.com
1340672231,America/Chicago,1340672231,19,26,06,1,Email,gary@example.com
1340672351,America/Chicago,1340672351,19,26,06,1,SMS,gary@example.com
1340773409,America/Chicago,1340773409,00,26,06,3,Email,dolly@example.com
1340773939,America/Chicago,1340773939,00,26,06,3,Email,dolly@example.com
1340773993,America/Chicago,1340773993,00,26,06,3,Email,dolly@example.com
1340774033,America/Chicago,1340774033,00,26,06,3,Email,dolly@example.com
1340774084,America/Chicago,1340774084,00,26,06,3,Email,dolly@example.com
1340774129,America/Chicago,1340774129,00,26,06,3,Email,dolly@example.com
1340774173,America/Chicago,1340774173,00,26,06,3,Email,dolly@example.com
1340774307,America/Chicago,1340774307,00,26,06,3,SMS,dolly@example.com
1340774325,America/Chicago,1340774325,00,26,06,3,Email,dolly@example.com
1340775204,America/Chicago,1340775204,00,26,06,3,Email,gary@example.com
1340775209,America/Chicago,1340775209,00,26,06,3,SMS,dolly@example.com
1340775325,America/Chicago,1340775325,00,26,06,3,SMS,gary@example.com
1340775507,America/Chicago,1340775507,00,26,06,3,SMS,gary@example.com
1340775804,America/Chicago,1340775804,00,26,06,3,SMS,gary@example.com
1340859762,America/Chicago,1340859762,00,26,06,4,Email,dolly@example.com
1340860666,America/Chicago,1340860666,00,26,06,4,SMS,dolly@example.com
1340863354,America/Chicago,1340863354,01,26,06,4,Email,dolly@example.com
1340864254,America/Chicago,1340864254,01,26,06,4,SMS,dolly@example.com
1340865153,America/Chicago,1340865153,01,26,06,4,SMS,dolly@example.com
1340865155,America/Chicago,1340865155,01,26,06,4,Email,gary@example.com
1340865275,America/Chicago,1340865275,01,26,06,4,SMS,gary@example.com
1340865455,America/Chicago,1340865455,01,26,06,4,SMS,gary@example.com
1340921696,America/Chicago,1340921696,17,26,06,4,Email,dolly@example.com
1340922596,America/Chicago,1340922596,17,26,06,4,SMS,dolly@example.com
1340924935,America/Chicago,1340924935,18,26,06,4,Email,dolly@example.com
1340925834,America/Chicago,1340925834,18,26,06,4,SMS,dolly@example.com
1340926736,America/Chicago,1340926736,18,26,06,4,SMS,dolly@example.com
1340926738,America/Chicago,1340926738,18,26,06,4,Email,gary@example.com
1340926857,America/Chicago,1340926857,18,26,06,4,SMS,gary@example.com
1340928725,America/Chicago,1340928725,19,26,06,4,Email,gary@example.com
1340928847,America/Chicago,1340928847,19,26,06,4,SMS,gary@example.com
1340930684,America/Chicago,1340930684,19,26,06,4,Email,gary@example.com
1340930803,America/Chicago,1340930803,19,26,06,4,SMS,gary@example.com
1340930983,America/Chicago,1340930983,19,26,06,4,SMS,gary@example.com
1340931287,America/Chicago,1340931287,19,26,06,4,SMS,gary@example.com
1340931584,America/Chicago,1340931584,19,26,06,4,Phone,gary@example.com
1340932485,America/Chicago,1340932485,20,26,06,4,Email,dolly@example.com
1340932837,America/Chicago,1340932837,20,26,06,4,Email,gary@example.com
1340936978,America/Chicago,1340936978,21,26,06,4,Email,dolly@example.com
1340937045,America/Chicago,1340937045,21,26,06,4,Email,dolly@example.com
1340937878,America/Chicago,1340937878,21,26,06,4,SMS,dolly@example.com
1340938823,America/Chicago,1340938823,22,26,06,4,Email,dolly@example.com
1340938862,America/Chicago,1340938862,22,26,06,4,Email,dolly@example.com
1340939720,America/Chicago,1340939720,22,26,06,4,SMS,dolly@example.com
1340940620,America/Chicago,1340940620,22,26,06,4,Email,eliza@example.com
1340940620,America/Chicago,1340940620,22,26,06,4,SMS,dolly@example.com
1340940620,America/Chicago,1340940620,22,26,06,4,SMS,eliza@example.com
1340940660,America/Chicago,1340940660,22,26,06,4,Email,eliza@example.com
1340940664,America/Chicago,1340940664,22,26,06,4,SMS,eliza@example.com
1340942458,America/Chicago,1340942458,23,26,06,4,Email,gary@example.com
1340942581,America/Chicago,1340942581,23,26,06,4,SMS,gary@example.com
1340944430,America/Chicago,1340944430,23,26,06,4,Email,gary@example.com
1340944550,America/Chicago,1340944550,23,26,06,4,SMS,gary@example.com
1340959906,America/Chicago,1340959906,03,26,06,5,Email,alice@example.com
1340959967,America/Chicago,1340959967,03,26,06,5,SMS,alice@example.com
1341069828,America/Chicago,1341069828,10,26,06,6,Email,alice@example.com
1341069860,America/Chicago,1341069860,10,26,06,6,Email,alice@example.com
1341069887,America/Chicago,1341069887,10,26,06,6,SMS,alice@example.com
1341069893,America/Chicago,1341069893,10,26,06,6,Email,alice@example.com
1341122488,America/Chicago,1341122488,01,27,07,0,Email,dolly@example.com
1341123356,America/Chicago,1341123356,01,27,07,0,SMS,dolly@example.com
1341124533,America/Chicago,1341124533,01,27,07,0,Email,alice@example.com
1341125270,America/Chicago,1341125270,01,27,07,0,Email,dolly@example.com
1341126171,America/Chicago,1341126171,02,27,07,0,SMS,dolly@example.com
1341127073,America/Chicago,1341127073,02,27,07,0,Email,alice@example.com
1341127132,America/Chicago,1341127132,02,27,07,0,SMS,alice@example.com
1341128975,America/Chicago,1341128975,02,27,07,0,Email,alice@example.com
1341159999,America/Chicago,1341159999,11,27,07,0,SMS,eliza@example.com
1341160000,America/Chicago,1341160000,11,27,07,0,Email,eliza@example.com
1341160299,America/Chicago,1341160299,11,27,07,0,Phone,eliza@example.com
1341160339,America/Chicago,1341160339,11,27,07,0,Email,eliza@example.com
1341160340,America/Chicago,1341160340,11,27,07,0,SMS,eliza@example.com
1341160375,America/Chicago,1341160375,11,27,07,0,Email,eliza@example.com
1341160377,America/Chicago,1341160377,11,27,07,0,SMS,eliza@example.com
1341160411,America/Chicago,1341160411,11,27,07,0,Email,eliza@example.com
1341160416,America/Chicago,1341160416,11,27,07,0,SMS,eliza@example.com
1341160458,America/Chicago,1341160458,11,27,07,0,Email,eliza@example.com
1341160461,America/Chicago,1341160461,11,27,07,0,SMS,eliza@example.com
1341160496,America/Chicago,1341160496,11,27,07,0,Email,eliza@example.com
1341160498,America/Chicago,1341160498,11,27,07,0,SMS,eliza@example.com
1341160574,America/Chicago,1341160574,11,27,07,0,Email,eliza@example.com
1341160574,America/Chicago,1341160574,11,27,07,0,SMS,eliza@example.com
1341160626,America/Chicago,1341160626,11,27,07,0,Email,eliza@example.com
1341160626,America/Chicago,1341160626,11,27,07,0,SMS,eliza@example.com
1341160690,America/Chicago,1341160690,11,27,07,0,Email,eliza@example.com
1341160690,America/Chicago,1341160690,11,27,07,0,SMS,eliza@example.com
1341160723,America/Chicago,1341160723,11,27,07,0,Email,eliza@example.com
1341160726,America/Chicago,1341160726,11,27,07,0,SMS,eliza@example.com
1341160755,America/Chicago,1341160755,11,27,07,0,Email,eliza@example.com
1341160759,America/Chicago,1341160759,11,27,07,0,SMS,eliza@example.com
1341160859,America/Chicago,1341160859,11,27,07,0,SMS,eliza@example.com
1341160866,America/Chicago,1341160866,11,27,07,0,Email,eliza@example.com
1341162171,America/Chicago,1341162171,12,27,07,0,SMS,eliza@example.com
1341162172,America/Chicago,1341162172,12,27,07,0,Email,eliza@example.com
1341162255,America/Chicago,1341162255,12,27,07,0,SMS,eliza@example.com
1341162256,America/Chicago,1341162256,12,27,07,0,Email,eliza@example.com
1341162292,America/Chicago,1341162292,12,27,07,0,Email,eliza@example.com
1341162303,America/Chicago,1341162303,12,27,07,0,SMS,eliza@example.com
1341162328,America/Chicago,1341162328,12,27,07,0,Email,eliza@example.com
1341162352,America/Chicago,1341162352,12,27,07,0,SMS,eliza@example.com
1341162513,America/Chicago,1341162513,12,27,07,0,Email,eliza@example.com
1341162513,America/Chicago,1341162513,12,27,07,0,SMS,eliza@example.com
1341162549,America/Chicago,1341162549,12,27,07,0,Email,eliza@example.com
1341162551,America/Chicago,1341162551,12,27,07,0,SMS,eliza@example.com
1341162691,America/Chicago,1341162691,12,27,07,0,Email,eliza@example.com
1341162691,America/Chicago,1341162691,12,27,07,0,SMS,eliza@example.com
1341281538,America/Chicago,1341281538,21,27,07,1,Email,alice@example.com
1341289342,America/Chicago,1341289342,23,27,07,1,Email,gary@example.com
1341289382,America/Chicago,1341289382,23,27,07,1,Email,gary@example.com
1341289462,America/Chicago,1341289462,23,27,07,1,SMS,gary@example.com
1341289589,America/Chicago,1341289589,23,27,07,1,Email,alice@example.com
1341289625,America/Chicago,1341289625,23,27,07,1,Email,gary@example.com
1341289709,America/Chicago,1341289709,23,27,07,1,Email,alice@example.com
1341295724,America/Chicago,1341295724,01,27,07,2,Email,gary@example.com
1341295832,America/Chicago,1341295832,01,27,07,2,SMS,gary@example.com
1341297720,America/Chicago,1341297720,01,27,07,2,Email,gary@example.com
1341297841,America/Chicago,1341297841,01,27,07,2,SMS,gary@example.com
1341298019,America/Chicago,1341298019,01,27,07,2,SMS,gary@example.com
1341298320,America/Chicago,1341298320,01,27,07,2,SMS,gary@example.com
1341300309,America/Chicago,1341300309,02,27,07,2,Email,gary@example.com
1341300429,America/Chicago,1341300429,02,27,07,2,SMS,gary@example.com
1341306080,America/Chicago,1341306080,04,27,07,2,Email,gary@example.com
1341306164,America/Chicago,1341306164,04,27,07,2,Email,gary@example.com
1341306197,America/Chicago,1341306197,04,27,07,2,SMS,gary@example.com
1341306378,America/Chicago,1341306378,04,27,07,2,SMS,gary@example.com
1341306411,America/Chicago,1341306411,04,27,07,2,Email,gary@example.com
1341306531,America/Chicago,1341306531,04,27,07,2,SMS,gary@example.com
1341306711,America/Chicago,1341306711,04,27,07,2,SMS,gary@example.com
1341306976,America/Chicago,1341306976,04,27,07,2,Phone,gary@example.com
1341307015,America/Chicago,1341307015,04,27,07,2,SMS,gary@example.com
1341307900,America/Chicago,1341307900,04,27,07,2,Email,gary@example.com
1341308021,America/Chicago,1341308021,04,27,07,2,SMS,gary@example.com
1341308199,America/Chicago,1341308199,04,27,07,2,SMS,gary@example.com
1341308500,America/Chicago,1341308500,04,27,07,2,SMS,gary@example.com
1341308799,America/Chicago,1341308799,04,27,07,2,Phone,gary@example.com
1341309119,America/Chicago,1341309119,04,27,07,2,Email,gary@example.com
1341309161,America/Chicago,1341309161,04,27,07,2,Email,gary@example.com
1341309238,America/Chicago,1341309238,04,27,07,2,SMS,gary@example.com
1341391729,America/Chicago,1341391729,03,27,07,3,Email,gary@example.com
1341391849,America/Chicago,1341391849,03,27,07,3,SMS,gary@example.com
1341564935,America/Chicago,1341564935,03,27,07,5,Email,gary@example.com
1341565054,America/Chicago,1341565054,03,27,07,5,SMS,gary@example.com
1341626891,America/Chicago,1341626891,21,27,07,5,Email,gary@example.com
1341627010,America/Chicago,1341627010,21,27,07,5,SMS,gary@example.com
1341627054,America/Chicago,1341627054,21,27,07,5,Email,gary@example.com
1341627159,America/Chicago,1341627159,21,27,07,5,Email,gary@example.com
1341627174,America/Chicago,1341627174,21,27,07,5,SMS,gary@example.com
1341627206,America/Chicago,1341627206,21,27,07,5,Email,gary@example.com
1341627246,America/Chicago,1341627246,21,27,07,5,Email,gary@example.com
1341627289,America/Chicago,1341627289,21,27,07,5,Email,gary@example.com
1341627313,America/Chicago,1341627313,21,27,07,5,SMS,gary@example.com
1341627333,America/Chicago,1341627333,21,27,07,5,Email,gary@example.com
1341627364,America/Chicago,1341627364,21,27,07,5,Email,alice@example.com
1341627488,America/Chicago,1341627488,21,27,07,5,Email,gary@example.com
1341627607,America/Chicago,1341627607,21,27,07,5,SMS,gary@example.com
1341627789,America/Chicago,1341627789,21,27,07,5,SMS,gary@example.com
1341628087,America/Chicago,1341628087,21,27,07,5,SMS,gary@example.com
1341628389,America/Chicago,1341628389,21,27,07,5,Phone,gary@example.com
1341634477,America/Chicago,1341634477,23,27,07,5,Email,gary@example.com
1341634597,America/Chicago,1341634597,23,27,07,5,SMS,gary@example.com
1341634629,America/Chicago,1341634629,23,27,07,5,Email,gary@example.com
1341634778,America/Chicago,1341634778,23,27,07,5,SMS,gary@example.com
1341636608,America/Chicago,1341636608,23,27,07,5,Email,gary@example.com
1341872778,America/Chicago,1341872778,17,28,07,1,Email,gary@example.com
1341872897,America/Chicago,1341872897,17,28,07,1,SMS,gary@example.com
1341873077,America/Chicago,1341873077,17,28,07,1,SMS,gary@example.com
1341879666,America/Chicago,1341879666,19,28,07,1,SMS,eliza@example.com
1341879667,America/Chicago,1341879667,19,28,07,1,Email,eliza@example.com
1341879965,America/Chicago,1341879965,19,28,07,1,Phone,eliza@example.com
1341880050,America/Chicago,1341880050,19,28,07,1,Email,eliza@example.com
1341880052,America/Chicago,1341880052,19,28,07,1,SMS,eliza@example.com
1341881590,America/Chicago,1341881590,19,28,07,1,Email,eliza@example.com
1341881590,America/Chicago,1341881590,19,28,07,1,SMS,eliza@example.com
1341881638,America/Chicago,1341881638,19,28,07,1,Email,eliza@example.com
1341881638,America/Chicago,1341881638,19,28,07,1,SMS,eliza@example.com
1341881852,America/Chicago,1341881852,19,28,07,1,Email,eliza@example.com
1341881852,America/Chicago,1341881852,19,28,07,1,SMS,eliza@example.com
